,,,'Alopecurus myo','Digitaria isch','Echinochloa cr','Elymus repens','Poa annua L.','Setaria viridi','Amaranthus ret','Atriplex patul','Brassica napus','Capsella bursa','Chenopodium al','Cirsium arvens','Convolvulus ar','Equisetum arve','Fallopia convo','Fumaria offici','Galinsoga parv','Galium aparine','Geranium pusil','Lamium album L.','Matricaria rec','Mercurialis an','Persicaria lap','Persicaria mac','Polygonum avic','Rumex obtusifo','Solanum nigrum','Sonchus arvens','Stellaria medi','Thlaspi arvens','Veronica arven','Viola arvensis'
Intense,WeatherBadLippspringe,tt2013,-66.2,129,-11,-54.3,-72.2,129,-15.2,-92.2,-86.6,-85.2,-75.2,-49.3,-36.3,-51.8,-49.3,-51.8,-43.2,-51.8,-36.3,-69.2,-69.2,-43.2,-67.7,-69.8,-88.7,-34.1,-33.4,-64.2,-49.3,-85.2,-54.3,-36.3
Intense,WeatherBadLippspringe,tt2014,-43.9,188.6,-1.1,-40.9,-49.9,188.6,-1.8,-44.3,-67.4,-66,-52.9,-34.9,-19.3,-37.9,-34.9,-37.9,-10.4,-37.9,-19.3,-46.9,-46.9,-10.4,-26.8,-28.3,-69.5,-6.4,-6.2,-24.3,-34.9,-66,-40.9,-19.3
Intense,WeatherBadLippspringe,tt2015,-86,132.5,-16.3,-76,-105.2,132.5,-20.5,-112.1,-112.2,-110.2,-103.1,-60.1,-42.6,-72.5,-60.1,-72.5,-50,-72.5,-42.6,-94.1,-94.1,-50,-80.6,-83.3,-122.9,-39.6,-38.8,-76.1,-60.1,-110.2,-76,-42.6
Intense,WeatherBrilon,tt1999,-159.1,85.9,-14.5,-141.7,-177.1,85.9,-22.5,-248.3,-199.3,-195.5,-186.1,-121.5,-96.8,-129.5,-121.5,-129.5,-94.4,-129.5,-96.8,-168.1,-168.1,-94.4,-171.3,-177.9,-205,-69.3,-67.4,-160.3,-121.5,-195.5,-141.7,-96.8
Intense,WeatherBrilon,tt2000,-225.1,61.6,-77.9,-217.1,-251.6,61.6,-89.1,-265.1,-263.5,-260.1,-249.1,-201.1,-178.1,-209.1,-201.1,-209.1,-153.1,-209.1,-178.1,-243.1,-243.1,-153.1,-209.1,-213.9,-268.6,-132.3,-130.7,-201.1,-201.1,-260.1,-217.1,-178.1
Intense,WeatherBrilon,tt2001,-208.4,0,-3.2,-186.3,-229.4,-4.5,-15.5,-260.9,-244.1,-239.9,-226.3,-166.3,-146.3,-176.3,-166.3,-176.3,-100.5,-176.3,-146.3,-218.9,-218.9,-100.5,-187.4,-182.3,-250.4,-67.5,-66,-166.3,-166.3,-239.9,-186.3,-146.3
Intense,WeatherBrilon,tt2002,-192.9,46.1,-39.3,-184.4,-219.9,46.1,-49.5,-279.9,-238.7,-234.7,-229.4,-151,-124,-168,-151,-168,-121.3,-168,-124,-205.6,-205.6,-121.3,-199.4,-206.3,-250.5,-96.6,-94.7,-187.9,-151,-234.7,-184.4,-124
Intense,WeatherBrilon,tt2003,-137.2,113.9,-19.4,-129.2,-162.9,113.9,-23.8,-177.2,-174.8,-171.4,-161.2,-108,-86.8,-121.2,-108,-121.2,-68.3,-121.2,-86.8,-154.4,-154.4,-68.3,-121.2,-126,-179.9,-51.4,-50.1,-113.2,-108,-171.4,-129.2,-86.8
Intense,WeatherBrilon,tt2004,-89.5,70.7,-0.8,-75.3,-103.5,70.7,-3.2,-146.9,-122.7,-119.7,-110.5,-62.3,-38.1,-68.8,-62.3,-68.8,-39.1,-68.8,-38.1,-96.5,-96.5,-39.1,-90.9,-95.7,-127.2,-23.8,-22.7,-82.9,-62.3,-119.7,-75.3,-38.1
Intense,WeatherBrilon,tt2005,-143.4,6.2,-18.5,-127.4,-161.5,6.2,-19.9,-196.9,-177,-171,-167,-107.4,-83.8,-122.9,-107.4,-122.9,-57.3,-122.9,-83.8,-148.4,-148.4,-57.3,-122.9,-125.6,-180.9,-40.1,-39.8,-107.4,-107.4,-171,-127.4,-83.8
Intense,WeatherBrilon,tt2006,-85.4,39.9,92.7,-81.4,-93.4,39.9,69.5,-120.7,-99,-97.4,-97.4,-73.4,-65.4,-77.4,-73.4,-77.4,-39.5,-77.4,-65.4,-89.4,-89.4,-39.5,-77.4,-79.8,-116.2,-24.1,-23.6,-73.4,-73.4,-97.4,-81.4,-65.4
Intense,WeatherBrilon,tt2007,-102.9,164.1,-4.8,-97.4,-113.9,164.1,-8.1,-92.1,-121.6,-119.4,-119.4,-86.4,-62.9,-91.9,-86.4,-91.9,-36.1,-91.9,-62.9,-108.4,-108.4,-36.1,-64.1,-66.5,-124.9,-25.7,-24.9,-60.1,-86.4,-119.4,-97.4,-62.9
Intense,WeatherBrilon,tt2008,-49.5,118.3,83.4,-47.5,-53.5,118.3,61.6,-59.5,-56.3,-55.5,-55.5,-43.5,-29.4,-45.5,-43.5,-45.5,-15.2,-45.5,-29.4,-51.5,-51.5,-15.2,-45.5,-46.7,-57.5,-12.6,-5.3,-43.5,-43.5,-55.5,-47.5,-29.4
Intense,WeatherBrilon,tt2009,-181.4,134.6,-4,-169.9,-204.4,134.6,-7.5,-138.1,-230.4,-225.6,-215.9,-135.8,-112.8,-150.5,-135.8,-150.5,-47.3,-150.5,-112.8,-192.9,-192.9,-47.3,-92.6,-96.5,-237.6,-32.4,-31.3,-86.1,-135.8,-225.6,-169.9,-112.8
Intense,WeatherBrilon,tt2010,-139.4,31,-9.6,-116.1,-164.4,31,-12.4,-188.1,-181.9,-176.9,-176.9,-85.8,-60.2,-104.1,-85.8,-104.1,-40.2,-104.1,-60.2,-151.9,-151.9,-40.2,-104.6,-111.5,-207.3,-27.2,-26.3,-93.4,-85.8,-176.9,-116.1,-60.2
Intense,WeatherBrilon,tt2011,-179.6,144,-29.3,-170.1,-213.1,144,-34.2,-142.1,-227.1,-223.1,-208.1,-151.1,-122.4,-160.6,-151.1,-160.6,-64.7,-160.6,-122.4,-189.1,-189.1,-64.7,-100.1,-103.7,-233.1,-53.1,-52.4,-94.1,-151.1,-223.1,-170.1,-122.4
Intense,WeatherBrilon,tt2012,-122,140.3,-23.5,-103.2,-136,140.3,-29.1,-157,-145.8,-143,-143,-90.2,-67.8,-96.7,-90.2,-96.7,-64.1,-96.7,-67.8,-129,-129,-64.1,-108,-112.2,-150,-52.4,-51.5,-101,-90.2,-143,-103.2,-67.8
Intense,WeatherBrilon,tt2013,-128.9,44.8,-14.4,-121.9,-151.4,44.8,-20.1,-182.3,-169.5,-158.9,-158.9,-92.6,-73.1,-107.4,-92.6,-107.4,-70.8,-107.4,-73.1,-143.9,-143.9,-70.8,-126.3,-131.1,-174.3,-51.3,-49.8,-118.3,-92.6,-158.9,-121.9,-73.1
Intense,WeatherBrilon,tt2014,7.4,116.3,157.9,13.7,3.6,116.3,134.3,-19.5,-10.6,-5.1,3.6,22.8,35.7,13.7,22.8,13.7,63,13.7,35.7,3.6,3.6,63,13.7,13.7,-11.2,70,70,22.8,22.8,-5.1,13.7,35.7
Intense,WeatherBrilon,tt2015,-68.3,103.2,-8.6,-57.6,-82,103.2,-11.4,-99.9,-92.7,-86,-86,-40.7,-25.2,-54.6,-40.7,-54.6,-38,-54.6,-25.2,-71.8,-71.8,-38,-68.4,-71.1,-95.4,-27.7,-27,-63.9,-40.7,-86,-57.6,-25.2
Intense,WeatherDuesseldorf,tt1999,-118,237.7,-9.1,-99.4,-129,237.7,97,20,-147.7,-145.3,-134.5,-80.4,-63,-94.4,-80.4,-94.4,-37.2,-94.4,-63,-123.5,-123.5,-37.2,-58.2,-60,-151.3,-29.4,-28.8,-55.2,-80.4,-145.3,-99.4,-63
Intense,WeatherDuesseldorf,tt2000,-176.3,299.7,0,-168.8,-191.3,299.7,0,0,-201.8,-198.8,-198.8,-153.8,-138.8,-161.3,-153.8,-161.3,0,-161.3,-138.8,-183.8,-183.8,0,0,0,-206.3,0,0,0,-153.8,-198.8,-168.8,-138.8
Intense,WeatherDuesseldorf,tt2001,-77.5,173.4,-7.1,-75,-82.5,173.4,-7.8,-102.7,-97.9,-96.7,-85,-70,-53.1,-72.5,-70,-72.5,-45.1,-72.5,-53.1,-80,-80,-45.1,-72.5,-74,-99.7,-30.2,-29.9,-70,-70,-96.7,-75,-53.1
Intense,WeatherDuesseldorf,tt2002,-255.6,241.7,-1.7,-238.1,-290.6,241.7,-3.1,-51.1,-263.8,-257.6,-249.6,-203.1,-168.1,-220.6,-203.1,-220.6,-16.1,-162.1,-168.1,-273.1,-219.6,-16.1,-33.6,-35.1,-325.6,-9.9,-9.5,-31.1,-203.1,-308.1,-179.5,-107.7
Intense,WeatherDuesseldorf,tt2003,-128.4,268.2,0,-122.9,-145.2,268.2,0,0,-153.6,-151.2,-144.9,-106.1,-96.1,-117.4,-106.1,-117.4,0,-117.4,-96.1,-139.2,-139.2,0,0,0,-168.9,0,0,0,-106.1,-151.2,-122.9,-96.1
Intense,WeatherDuesseldorf,tt2004,-148.7,179.7,-7.8,-131.7,-161.7,179.7,-9.9,-42.9,-180.8,-168.2,-168.2,-110.1,-99.1,-125.7,-110.1,-125.7,-21.9,-125.7,-99.1,-155.2,-155.2,-21.9,-32.4,-33.3,-185,-18,-17.7,-30.9,-110.1,-168.2,-131.7,-99.1
Intense,WeatherDuesseldorf,tt2005,-113.6,183.3,-23.3,-108.6,-134.9,183.3,-26.3,-108,-142.6,-140.4,-128.6,-88.4,-79.4,-103.6,-88.4,-103.6,-52,-103.6,-79.4,-118.6,-118.6,-52,-80,-82.4,-145.9,-42.7,-42,-76,-88.4,-140.4,-108.6,-79.4
Intense,WeatherDuesseldorf,tt2006,-48.6,195.5,-39.2,-47.1,-69.8,195.5,-43.4,-117.5,-72.6,-71.8,-53.1,-44.1,-41.1,-45.6,-44.1,-45.6,-68.5,-45.6,-41.1,-67.8,-67.8,-68.5,-93,-95.1,-73.8,-59.6,-59,-89.5,-44.1,-71.8,-47.1,-41.1
Intense,WeatherDuesseldorf,tt2007,-245.6,247.8,-15.7,-236.1,-264.6,247.8,-18.5,-62.5,-296.3,-292.3,-274.1,-217.1,-198.1,-226.6,-217.1,-226.6,-34.5,-226.6,-198.1,-255.1,-255.1,-34.5,-48.5,-49.7,-302.3,-29.3,-28.9,-46.5,-217.1,-292.3,-236.1,-198.1
Intense,WeatherDuesseldorf,tt2008,-189.5,208.7,-46.2,-168.5,-204.5,208.7,-52.5,-173.2,-215,-212,-212,-154.5,-133.4,-161.5,-154.5,-161.5,-96.2,-161.5,-133.4,-197,-197,-96.2,-134.7,-138,-219.5,-81.9,-80.8,-129.2,-154.5,-212,-168.5,-133.4
Intense,WeatherDuesseldorf,tt2009,-233.6,225.1,-10.8,-222.1,-256.6,225.1,-14.3,-89.3,-286.2,-281.4,-268.1,-199.1,-176.1,-210.6,-199.1,-210.6,-40.3,-210.6,-176.1,-245.1,-245.1,-40.3,-64.8,-66.9,-293.4,-31.2,-30.5,-61.3,-199.1,-281.4,-222.1,-176.1
Intense,WeatherDuesseldorf,tt2010,-130.6,114.9,-1.4,-121.6,-148.6,114.9,-2.8,-140.5,-161.2,-157.6,-157.6,-87.1,-70.1,-112.6,-87.1,-112.6,-29.9,-112.6,-70.1,-139.6,-139.6,-29.9,-84.5,-89.3,-166.6,-15.9,-15,-76.5,-87.1,-157.6,-121.6,-70.1
Intense,WeatherDuesseldorf,tt2011,-237.3,270.5,-1.5,-220.8,-259.3,270.5,-2.6,-51.2,-282.2,-277.6,-270.3,-195,-168.7,-210.3,-195,-210.3,-16.2,-210.3,-168.7,-248.3,-248.3,-16.2,-33.7,-35.2,-289.1,-10,-9.6,-31.2,-195,-277.6,-220.8,-168.7
Intense,WeatherDuesseldorf,tt2012,-16.3,181.3,66.4,-6.2,-18.3,181.3,51.5,-21.3,-19.7,-19.3,-8.2,-5.2,6.5,-5.7,-5.2,-5.7,26.5,-5.7,6.5,-17.3,-17.3,26.5,-14.3,-6,-20.3,38.6,38.6,-5.2,-5.2,-19.3,-6.2,6.5
Intense,WeatherDuesseldorf,tt2013,-16.6,46.7,123,-15.6,-18.6,46.7,110.2,-33.9,-31.5,-19.6,-19.6,0.3,5.1,-5.4,0.3,-5.4,25.6,-5.4,5.1,-17.6,-17.6,25.6,-14.6,-5.7,-32.4,46.7,52.9,0.3,0.3,-19.6,-15.6,5.1
Intense,WeatherDuesseldorf,tt2014,11.2,273.4,47.6,11.2,-13.8,273.4,47.6,47.6,-14.5,-14.3,11.2,11.2,11.2,11.2,11.2,11.2,47.6,11.2,11.2,-13.3,-13.3,47.6,47.6,47.6,-14.8,47.6,47.6,47.6,11.2,-14.3,11.2,11.2
Intense,WeatherDuesseldorf,tt2015,-112.6,159.7,-21.2,-107.1,-129,159.7,-26.1,-121.9,-137.4,-135,-129.1,-85.9,-68.1,-95.8,-85.9,-95.8,-58.9,-95.8,-68.1,-118.1,-118.1,-58.9,-90.4,-93.1,-149.5,-47.3,-46.5,-85.9,-85.9,-135,-107.1,-68.1
Intense,WeatherGreven,tt1999,-117,179.5,-16.9,-111.5,-137.1,179.5,-22.5,-131.5,-145.5,-143.1,-133.5,-100.5,-81.5,-106,-100.5,-106,-61.5,-106,-81.5,-131.1,-131.1,-61.5,-96.5,-99.5,-149.1,-48.5,-47.5,-91.5,-100.5,-143.1,-111.5,-81.5
Intense,WeatherGreven,tt2000,-50.6,156.3,-15.5,-49.1,-53.6,156.3,-16.9,-58.1,-55.7,-55.1,-55.1,-46.1,-43.1,-47.6,-46.1,-47.6,-37.1,-47.6,-43.1,-52.1,-52.1,-37.1,-47.6,-48.5,-56.6,-33.2,-32.9,-46.1,-46.1,-55.1,-49.1,-43.1
Intense,WeatherGreven,tt2001,-31,220.2,-11.2,-23.8,-35,220.2,-14,-96.1,-46.1,-37,-37,-14.9,-7,-22.3,-14.9,-22.3,-40.1,-22.3,-7,-33,-33,-40.1,-68.1,-70.5,-47.6,-29.8,-29.1,-64.1,-14.9,-37,-23.8,-7
Intense,WeatherGreven,tt2002,-108.5,191.3,-11.9,-95.7,-120.5,191.3,-15.8,-117.8,-137.1,-134.5,-126.5,-77.8,-60.6,-90.2,-77.8,-90.2,-47.8,-90.2,-60.6,-114.5,-114.5,-47.8,-82.8,-85.8,-141,-34.8,-33.8,-77.8,-77.8,-134.5,-95.7,-60.6
Intense,WeatherGreven,tt2003,-102,241.2,-0.1,-97.5,-122.5,241.2,-0.8,-11.8,-129.5,-127.5,-115.5,-88.5,-72.9,-93,-88.5,-93,-4.8,-93,-72.9,-106.5,-106.5,-4.8,-8.3,-8.6,-132.5,-3.5,-3.4,-7.8,-88.5,-127.5,-97.5,-72.9
Intense,WeatherGreven,tt2004,-62.4,189.9,0,-59.9,-67.4,189.9,0,0,-81.1,-79.9,-69.9,-45.8,-41.8,-57.4,-45.8,-57.4,0,-57.4,-41.8,-64.9,-64.9,0,0,0,-82.9,0,0,0,-45.8,-79.9,-59.9,-41.8
Intense,WeatherGreven,tt2005,-28.2,207.5,-6.9,-27.2,-42,207.5,-7.6,-18.6,-44.1,-43.5,-43.5,-14.6,-13.6,-26.2,-14.6,-26.2,-11.6,-26.2,-13.6,-40.5,-40.5,-11.6,-15.1,-15.4,-45,-10.3,-10.2,-14.6,-14.6,-43.5,-27.2,-13.6
Intense,WeatherGreven,tt2006,-16.1,242.4,-8.6,-15.6,-17.1,242.4,-10,-40.2,-17.8,-17.6,-17.6,14.3,14.3,14.3,14.3,14.3,-19.2,14.3,14.3,-16.6,-16.6,-19.2,-29.7,-30.6,-18.1,-15.4,-15.2,-28.2,14.3,-17.6,-15.6,14.3
Intense,WeatherGreven,tt2007,-61.2,246.2,-4.2,-58.7,-66.2,246.2,-5.6,-27.6,-69.7,-68.7,-68.7,-53.7,-48.7,-56.2,-53.7,-56.2,-13.6,-56.2,-48.7,-63.7,-63.7,-13.6,-20.6,-21.2,-71.2,-11,-10.8,-19.6,-53.7,-68.7,-58.7,-48.7
Intense,WeatherGreven,tt2008,-67.3,282.2,-0.2,-51.4,-74.3,282.2,-0.9,-32.8,-79.2,-77.8,-77.8,-45.4,-26.5,-48.4,-45.4,-48.4,-11.8,-48.4,-26.5,-70.8,-70.8,-11.8,-22.3,-23.2,-92.7,-7.9,-7.6,-20.8,-45.4,-77.8,-51.4,-26.5
Intense,WeatherGreven,tt2009,-53.9,258.7,6.6,-38.5,-58.9,258.7,6.6,6.6,-62.4,-61.4,-61.4,-34.5,-30.5,-36.5,-34.5,-36.5,6.6,-36.5,-30.5,-56.4,-56.4,6.6,6.6,6.6,-63.9,6.6,6.6,6.6,-34.5,-61.4,-38.5,-30.5
Intense,WeatherGreven,tt2010,-28.2,151.2,7.2,-15.9,-30.2,151.2,7.2,7.2,-42.9,-42.3,-31.2,-14.9,7.2,-15.4,-14.9,-15.4,7.2,-15.4,7.2,-29.2,-29.2,7.2,7.2,7.2,-43.8,7.2,7.2,7.2,-14.9,-42.3,-15.9,7.2
Intense,WeatherGreven,tt2011,-41.3,299.7,37.8,-39.8,-44.3,299.7,37.8,37.8,-79.9,-78.9,-63.5,-36.8,-21.5,-38.3,-36.8,-38.3,37.8,-53.5,-21.5,-42.8,-59.5,37.8,37.8,37.8,-65.5,37.8,37.8,37.8,-36.8,-63.5,-55.5,-33.8
Intense,WeatherGreven,tt2012,-14.4,305,19.3,-13.9,-27.3,305,19.3,19.3,-40.8,-40.2,-28.3,8.4,19.3,-13.4,8.4,-13.4,19.3,-13.4,19.3,-26.3,-26.3,19.3,19.3,19.3,-41.7,19.3,19.3,19.3,8.4,-28.3,-13.9,19.3
Intense,WeatherGreven,tt2013,-12.2,137.8,-13.6,9.6,-13.2,137.8,-17.9,-94.9,-13.9,-13.7,-13.7,9.6,9.6,9.6,9.6,9.6,-45.9,9.6,9.6,-12.7,-12.7,-45.9,-70.4,-72.5,-14.2,-36.8,-36.1,-66.9,9.6,-13.7,9.6,9.6
Intense,WeatherGreven,tt2014,-53.6,212.2,-0.3,-42.4,-58.6,212.2,-1,-12,-62.1,-61.1,-61.1,-38.4,-34.4,-40.4,-38.4,-40.4,-5,-40.4,-34.4,-56.1,-56.1,-5,-8.5,-8.8,-63.6,-3.7,-3.6,-8,-38.4,-61.1,-42.4,-34.4
Intense,WeatherGreven,tt2015,-92.8,139,-16.7,-83.6,-109.6,139,-21.5,-115.3,-124.2,-122,-114.6,-70.5,-54.9,-79.6,-70.5,-79.6,-52.3,-79.6,-54.9,-104.6,-104.6,-52.3,-83.8,-86.5,-127.5,-41.2,-40.4,-79.3,-70.5,-122,-83.6,-54.9
Intense,WeatherKoelnBonn,tt1999,-94,205.7,-23.4,-78.9,-102,205.7,-29,-127.9,-107.6,-106,-92.9,-71.9,-64.9,-75.4,-71.9,-75.4,-64.9,-75.4,-64.9,-98,-98,-64.9,-96.4,-99.1,-110,-53.2,-52.3,-91.9,-71.9,-106,-78.9,-64.9
Intense,WeatherKoelnBonn,tt2000,-94.4,234.5,-28.2,-90.9,-101.4,234.5,-32.4,-98.4,-106.3,-104.9,-104.9,-74.4,-68.4,-87.4,-74.4,-87.4,-56.4,-87.4,-68.4,-97.9,-97.9,-56.4,-77.4,-79.2,-108.4,-48.6,-48,-74.4,-74.4,-104.9,-90.9,-68.4
Intense,WeatherKoelnBonn,tt2001,-69.4,145.6,8.3,-52.2,-74.4,145.6,-3.5,-81.9,-77.9,-76.9,-60.2,-48.2,-44.2,-50.2,-48.2,-50.2,-36.2,-50.2,-44.2,-71.9,-71.9,-36.2,-64.4,-51.4,-79.4,-21.2,-20.9,-48.2,-48.2,-76.9,-52.2,-44.2
Intense,WeatherKoelnBonn,tt2002,-107.1,181,-21.2,-101.6,-118.1,181,-26.2,-147.9,-138.3,-135.9,-123.6,-83.5,-64,-88.5,-83.5,-88.5,-63.9,-88.5,-64,-112.6,-112.6,-63.9,-105.9,-109.5,-141.9,-49.5,-48.5,-99.9,-83.5,-135.9,-101.6,-64
Intense,WeatherKoelnBonn,tt2003,-98.3,213.5,-19.1,-94.3,-106.3,213.5,-23.3,-89.3,-111.9,-110.3,-110.3,-86.3,-78.3,-90.3,-86.3,-90.3,-47.3,-90.3,-78.3,-102.3,-102.3,-47.3,-68.3,-70.1,-129.7,-39.5,-38.9,-65.3,-86.3,-110.3,-94.3,-78.3
Intense,WeatherKoelnBonn,tt2004,-91.8,131.5,-7.5,-86.3,-102.8,131.5,-12.1,-134.2,-124.6,-122.2,-108.3,-75.3,-55.6,-80.8,-75.3,-80.8,-50.2,-80.8,-55.6,-97.3,-97.3,-50.2,-92.2,-95.8,-128.2,-35.4,-34.4,-86.2,-75.3,-122.2,-86.3,-55.6
Intense,WeatherKoelnBonn,tt2005,-132.1,25.8,-25.9,-128.1,-140.1,25.8,-27.3,-169.6,-162.4,-160.6,-144.1,-107.3,-100.3,-124.1,-107.3,-124.1,-70.1,-124.1,-100.3,-136.1,-136.1,-70.1,-124.1,-126.5,-165.1,-57.8,-57.4,-107.3,-107.3,-160.6,-128.1,-100.3
Intense,WeatherKoelnBonn,tt2006,-62.5,177.8,-43.3,-60.5,-66.5,177.8,-48.2,-133,-88.1,-87.1,-68.5,-56.5,-38.9,-58.5,-56.5,-58.5,-77,-58.5,-38.9,-64.5,-64.5,-77,-105,-107.4,-89.6,-67.1,-66.4,-101,-56.5,-87.1,-60.5,-38.9
Intense,WeatherKoelnBonn,tt2007,-98.5,261.3,-9.3,-95,-105.5,261.3,-11.4,-44.4,-110.4,-109,-109,-88,-81,-91.5,-88,-91.5,-23.4,-91.5,-81,-102,-102,-23.4,-33.9,-34.8,-132.2,-19.5,-19.2,-32.4,-88,-109,-95,-81
Intense,WeatherKoelnBonn,tt2008,-66.9,205.1,-15.1,-64.9,-86.8,205.1,-16.5,-94.3,-90.3,-89.3,-72.9,-60.9,-56.9,-62.9,-60.9,-62.9,-37.4,-62.9,-56.9,-84.3,-84.3,-37.4,-76.8,-64.1,-91.8,-33.5,-33.2,-60.9,-60.9,-89.3,-64.9,-56.9
Intense,WeatherKoelnBonn,tt2009,-137.3,239.1,-5.4,-130.3,-151.3,239.1,-7.5,-49.5,-173.4,-158.3,-158.3,-106.5,-93.5,-123.3,-106.5,-123.3,-21.5,-123.3,-93.5,-144.3,-144.3,-21.5,-35.5,-36.7,-177.9,-16.3,-15.9,-33.5,-106.5,-158.3,-130.3,-93.5
Intense,WeatherKoelnBonn,tt2010,-94.6,132.1,-0.7,-88.6,-120.5,132.1,-1.4,-88.3,-129.6,-127,-112.6,-76.6,-49.2,-82.6,-76.6,-82.6,-20.1,-82.6,-49.2,-100.6,-100.6,-20.1,-53.3,-56.3,-133.5,-10.4,-9.9,-48.3,-76.6,-127,-88.6,-49.2
Intense,WeatherKoelnBonn,tt2011,-116.6,282.9,-2.2,-112.1,-125.6,282.9,-2.9,-13.9,-131.9,-130.1,-130.1,-103.1,-78.9,-107.6,-103.1,-107.6,-6.9,-107.6,-78.9,-121.1,-121.1,-6.9,-10.4,-10.7,-134.6,-5.6,-5.5,-9.9,-103.1,-130.1,-112.1,-78.9
Intense,WeatherKoelnBonn,tt2012,-82.8,258.7,-8.6,-79.8,-88.8,258.7,-10.7,-43.7,-93,-91.8,-91.8,-58.5,-41.7,-61,-58.5,-61,-22.7,-61,-41.7,-85.8,-85.8,-22.7,-33.2,-34.1,-107.6,-18.8,-18.5,-31.7,-58.5,-91.8,-79.8,-41.7
Intense,WeatherKoelnBonn,tt2013,-49,169.8,-7,-46.5,-59.7,169.8,-9.1,-42.1,-69.9,-68.5,-62.7,-35.5,-27.1,-37.5,-35.5,-37.5,-21.1,-37.5,-27.1,-56.7,-56.7,-21.1,-31.6,-32.5,-72,-17.2,-16.9,-30.1,-35.5,-68.5,-46.5,-27.1
Intense,WeatherKoelnBonn,tt2014,-91.3,160.9,-9.6,-86.3,-110.6,160.9,-14.5,-141.3,-118.3,-116.1,-106.3,-71.4,-58.9,-81.3,-71.4,-81.3,-57.3,-81.3,-58.9,-105.1,-105.1,-57.3,-99.3,-102.9,-121.6,-41.7,-40.5,-93.3,-71.4,-116.1,-86.3,-58.9
Intense,WeatherKoelnBonn,tt2015,-110.8,163.9,-21.9,-99.8,-127.5,163.9,-26.8,-121.4,-135.9,-133.5,-127.3,-85.4,-68.8,-94.8,-85.4,-94.8,-58.4,-94.8,-68.8,-116.3,-116.3,-58.4,-89.9,-92.6,-147.9,-47.6,-46.8,-85.4,-85.4,-133.5,-99.8,-68.8
